Arquivo|indicacao|indication|ATC_1|ATC_2|ATC_3|ATC_4
bula4470|Adultos Todas as formas de depressão, incluindo-se as formas endógenas, as orgânicas e as psicogênicas e a depressão associada com distúrbios de personalidade ou com alcoolismo crônico. Transtorno do Pânico. Condições dolorosas crônicas. Crianças e adolescentes Enurese noturna apenas em pacientes acima de 5 anos de idade, para os quais terapias alternativas não são consideradas apropriadas, e somente se as causas orgânicas tiverem sido excluídas. Não existem dados clínicos disponíveis para o uso de imipramina em enurese noturna em crianças com menos de 5 anos de idade. Em crianças e adolescentes, não há evidências clínicas suficientes de segurança e eficácia de imipramina no tratamento de todas as formas de depressão, incluindo formas endógenas, orgânicas e psicogênicas, e depressão associada com distúrbio de personalidade ou com alcoolismo crônico, pânico e condições dolorosas crônicas. Portanto, o uso de Imiprar em crianças e adolescentes 0 - 17 anos de idade não é recomendado para essas indicações.|Adults All forms of depression, including endogenous, organic and psychogenic forms and depression associated with personality disorders or chronic alcoholism. Panic Disorder. Chronic painful Conditions. Children and adolescents nocturnal Enuresis only in patients over 5 years of age, for whom alternative therapies are not considered appropriate, and only if the organic causes have been excluded. There are No clinical data available for the use of imipramine in nocturnal enuresis in children under 5 years of age. In Children and adolescents, there is insufficient clinical evidence of safety and efficacy of imipramine in the treatment of all forms of depression, including endogenous, organic and psychogenic forms, and depression associated with personality disorder or With chronic alcoholism, panic and chronic painful conditions. Therefore, the use of Imiprar in children and adolescents 0-17 years of age is not recommended for these indications.|N|N06|N06A|N06A9
bula377|Este medicamento é um suplemento vitamínico e/ou mineral indicado como auxiliar nas anemias carenciais e em dietas restritivas e inadequadas.|This Medicine is a vitamin and/or mineral supplement indicated as an auxiliary in the Carential Anemias and in restrictive and inadequate diets.|B|B03|B03A|B03A2
bula80|OCUFENr é indicado para o tratamento de pacientes com inflamação no segmento anterior do olho pós cirurgia e pós trabeculoplastia por laser. OCUFENr também é indicado para a inibição da miose transoperatória.|OCUFENr is indicated for the treatment of patients with inflammation in the anterior segment of the post-surgery eye and post Trabeculoplasty by Laser. OCUFENr is also indicated for inhibition of the Miosis Intraoperative.|S|S01|S01R|S01R0
bula1712|Este medicamento é um antibiótico de amplo espectro indicado para o tratamento de infecções bacterianas causadas por germes sensíveis à ação da amoxicilina. As cepas dos seguintes microrganismos geralmente são sensíveis à ação bactericida de amoxicilina in vitro Gram-positivos Aeróbios Enterococcus faecalis, Streptococcus pneumoniae, Streptococcus pyogenes, Streptococcus viridans, Staphylococcus aureus sensível à penicilina, espécies de Corynebacterium, Bacillus anthracis, Listeria monocytogenes. Anaeróbios espécies de Clostridium. Gram-negativos Aeróbios Haemophilus influenzae, Escherichia coli, Proteus mirabilis, espécies de Salmonella, espécies de Shigella, Bordetella pertussis, espécies de Brucella, Neisseria gonorrhoeae, Neisseria meningitidis, Pasteurella septica, Vibrio cholerae, Helicobacter pylori. A amoxicilina é suscetível à degradação por betalactamases e, portanto, o espectro de atividade de deste medicamento não abrange os microrganismos que produzem essas enzimas, ou seja, não inclui Staphylococcus resistente nem todas as cepas de Pseudomonas, Klebsiella e Enterobacter.|This Medicine is a broad-spectrum antibiotic indicated for the treatment of bacterial infections caused by germs susceptible to the action of amoxicillin. The strains of the following microorganisms are generally sensitive to the bactericidal action of amoxicillin in vitro Gram-positive Aerobic Enterococcus faecalis, Streptococcus pneumoniae, Streptococcus pyogenes, Streptococcus viridans, Staphylococcus aureus Susceptible to penicillin, species of Corynebacterium, Bacillus anthracis, Listeria monocytogenes. Anaerobic species of Clostridium. Gram-Negative Aerobic Haemophilus influenzae, Escherichia coli, Proteus mirabilis, Salmonella species, Shigella species, Bordetella pertussis, Brucella species, Neisseria gonorrhoeae, Neisseria meningitidis, Pasteurella Septica, Vibrio cholerae, Helicobacter pylori. Amoxicillin is susceptible to degradation by betalactamases and therefore the spectrum of activity of this medicine does not cover the microorganisms that produce these enzymes, that is, does not include resistant Staphylococcus or all strains of Pseudomonas, Klebsiella and Enterobacter.|J|J01|J01C|J01C1
bula1754|Azitrolabr é indicado para o tratamento de infecções do trato respiratório inferior incluindo bronquite e pneumonia e superior, incluindo sinusite, faringite e amigdalite infecções da pele e tecidos moles em otite média aguda e nas doenças sexualmente transmissíveis devido à clamídia e gonorreia não complicadas. É também indicado no tratamento de cancro devido a Haemophillus ducreyi. Infecções que ocorrem junto com sífilis devem ser excluídas.|AZITROLABR is indicated for the treatment of infections of the lower respiratory tract including bronchitis and pneumonia and superior, including sinusitis, pharyngitis and tonsillitis skin infections and soft tissues in acute otitis media and sexually transmitted diseases Due to chlamydia and uncomplicated gonorrhea. It is also indicated in the treatment of cancer due to Haemophilus Ducreyi. Infections occurring along with syphilis should be excluded.|J|J01|J01F|J01F0
bula3282|Este medicamento é indicado como analgésico e antitérmico.|This medicine is indicated as analgesic and antithermal.|N|N02|N02B|N02B2
bula3590|A oxacilina sódica é indicada no tratamento de infecções por estafilococos produtores de penicilinase, sensíveis à droga. Estudos bacteriológicos deverão ser realizados inicialmente para se determinar os organismos causadores e sua sensibilidade à oxacilina. A oxacilina sódica pode ser usada antes da avaliação dos resultados dos testes laboratoriais para se iniciar a terapia em pacientes com suspeita de infecção estafilocócica estafilococos produtores de penicilinase. A oxacilina sódica deve ser usada somente nas infecções causadas por estafilococos produtores de penicilinase. Não deve ser administrada nas infecções causadas por organismos sensíveis à penicilina G.|The Oxacillin Sodium is indicated for the treatment of staphylococci-producing staph infections Penicillinase, drug-sensitive. Bacteriological Studies should be carried out initially to determine the causable organisms and their sensitivity to Oxacillin. The Oxacillin Sodium may be used prior to the evaluation of laboratory test results to initiate therapy in patients with suspected infection Staphylococcal Staph producing Penicillinase. The Oxacillin Sodium should only be used in infections caused by staphylococci producing staph Penicillinase. It should Not be administered to infections caused by organisms susceptible to penicillin G.|J|J01|J01H|J01H1
bula1259|Naramigr é indicado para o tratamento agudo de crises de enxaqueca, com ou sem aura.|NARAMIGR is indicated for the acute treatment of migraine crises, with or without aura.|N|N02|N02C|N02C1
bula4077|acima. Para outras indicações clínicas a experiência é limitada. Não se recomenda, portanto, o uso do ciprofloxacino para outras indicações diferentes da mencionada acima. O tratamento deve ser iniciado somente após cuidadosa avaliação dos riscos e benefícios, pela possibilidade de reações adversas nas articulações e nos tecidos adjacentes. Antraz por inalação após exposição em adultos e crianças para reduzir a incidência ou progressão da doença após exposição ao Bacillus anthracis aerossolizado.|above. For other clinical indications the experience is limited. Therefore, the use of ciprofloxacin for other indications other than that mentioned above is Not recommended. Treatment should be initiated only after careful assessment of the risks and benefits, due to the possibility of adverse reactions in the joints and adjacent tissues. Anthrax by inhalation after exposure in adults and children to reduce the incidence or progression of the disease after exposure to Bacillus anthracis aerosolized.|J|J01|J01G|J01G1
bula3469|METVIXr é indicado para o tratamento de ceratose actínica não-espessa não-hipertrófica e não- pigmentada localizada principalmente na face e couro cabeludo, quando outras terapias forem consideradas menos apropriadas. Indicado para o tratamento de carcinoma basocelular superficial e/ou nodular quando outras terapias disponíveis forem consideradas inadequadas devido à possível morbidade relacionada ao tratamento e em áreas onde os resultados cosméticos são deficientes, tais como lesões localizadas na região centro- facial ou orelhas, lesões em pele seriamente danificada pelo sol, lesões extensas ou lesões recorrentes. Tratamento de carcinoma espinocelular in situ doença de Bowen, quando a excisão cirúrgica for considerada menos apropriada.|METVIXr is indicated for the treatment of non-hypertrophic non-hypertrophic and non-pigmented actinic keratosis located mainly on the face and scalp, when other therapies are considered less appropriate. Indicated for the treatment of superficial and/or nodular basal cell carcinoma when other available therapies are considered inadequate due to possible morbidity related to treatment and in areas where cosmetic results are deficient, such as localized lesions in the center-facial region or ears, skin lesions severely damaged by the sun, extensive lesions or recurrent lesions. Treatment of squamous cell carcinoma in situ Bowen's disease, when surgical excision is considered less appropriate.|L|L01|L01X|L01X8
